4.2647,1.5857,5.0684,3.5033,0.48275
4.8016,5.3429,1.5371,2.2864,0.48275
0.20249,0.10194,5.3175,4.9174,0.48275
6.1718,0.98175,0.22368,4.7555,0.48275
0.5738,5.1735,3.3653,4.3983,0.48275
3.8583,1.441,0.57475,6.0437,0.48406
0.9384,1.6286,6.1004,4.8308,0.48275
3.2723,4.4032,3.6637,6.1445,0.48275
0.5865,6.0729,3.4918,3.7088,0.48275
4.9084,1.2458,1.9979,3.8909,0.48275
4.8565,4.6967,5.3401,4.0153,0.48275
3.7583,0.88283,3.3311,2.0507,0.48275
0.091378,2.4033,0.10743,0.20753,0.48275
0.26405,2.0313,1.1617,4.9523,0.4861
1.1371,5.553,2.7236,4.4622,0.48275
6.1074,4.1179,0.50251,0.49657,0.48275
1.5997,2.0959,1.7634,0.93357,0.48275
4.7187,0.13577,1.5733,4.3124,0.48275
1.7671,2.3185,0.0038242,3.3617,0.48275
1.6055,6.1084,4.3535,1.2014,0.48275
1.6202,3.3244,4.8625,0.35157,0.48275
1.8664,4.663,5.1544,3.8416,0.48275
0.056201,2.1701,5.3509,0.33685,0.48275
6.2026,2.894,0.95206,1.3419,0.48275
3.5592,1.3297,5.5923,3.1583,0.48275
3.7815,5.2588,4.1357,0.59081,0.48275
3.382,2.2607,4.3739,2.5692,0.48275
0.27544,0.23303,3.5442,0.12639,0.48275
2.9627,4.329,5.9042,0.75061,0.48275
3.3909,0.97885,1.5824,5.9066,0.50659
4.2283,5.0187,4.9441,3.5114,0.48335
3.3563,0.095897,3.1118,4.3132,0.48275
0.34603,3.6796,5.5977,2.3736,0.48287
3.8962,3.1134,1.7354,4.7948,0.48275
3.6516,6.2672,0.095799,5.6322,0.48275
3.4281,0.84428,0.40772,5.7189,0.48275
5.2985,4.2258,5.6526,3.1195,0.48275
2.811,0.59656,4.0285,4.7916,0.48275
3.7923,1.0164,4.5884,4.4545,0.48275
0.77668,6.2099,3.169,5.9772,0.48275
0,6.2832,6.2832,0,0.48275
6.2832,5.2895,1.2996,0,0.48275
0,0,0,0,0.48275
6.2832,6.2832,0,6.2832,0.48275
6.2832,0.57695,2.6957,0.28134,0.48275
3.8925,0,0.95585,6.2832,0.48275
4.8129,0,6.2832,3.0816,0.48275
6.2832,0,6.2832,6.2832,0.48275
0,6.2832,1.1418,6.2832,0.48275
0,6.2832,0,0,0.48275
0,1.5036,6.2832,0,0.48275
5.2212,6.2832,0,0,0.48275
6.2832,0,6.2832,6.2832,0.48275
